"gamma","beta","sigma","lp__"
0.0576080190771004,4.77194653054663,0.000809611694319491,7415.50225682687
0.0607961398237559,4.26096878818358,0.000720553544252796,7463.58277801755
0.0604451156986472,4.83830560639819,0.000793609730993095,7470.24767051982
0.0592764233003555,4.22680604526793,0.000813041025849311,7380.8699140614
0.0584212049769955,4.75495587850069,0.000796812487560295,7425.38335393707
0.0589934539044272,4.72491646157095,0.00076745490151106,7438.53006539511
0.0614030798780142,4.23948367795128,0.000837338077865443,7432.21033349734
0.0607076009614852,4.43400152506295,0.000767078411916562,7462.73970015186
0.0578245485524756,4.65480985149021,0.000875831130796143,7398.42803060001
0.0612738638195173,5.00748098758108,0.000788901505328284,7458.92510466332
0.059192128116594,4.64415120424336,0.000789428586006728,7451.06586842076
0.0600496454618399,4.67180336549012,0.000852836498947065,7375.0667667719
0.0559365721813884,4.86958396481991,0.00080408874872642,7458.19398127329
0.0587580527330463,4.55168964846403,0.000794507933350142,7458.12375026177
0.0598086253691514,4.29464243157522,0.000824281851515779,7479.9252827132
0.0585932053062622,4.83907589256631,0.000807990500663059,7502.19340464238
0.060303551642031,4.75252286380606,0.000820082273349983,7440.11384414787
0.0595003030936878,5.01328309004482,0.000789079241245713,7472.35878783584
0.0590860700210791,4.40939222537756,0.000782884717519124,7459.06711358918
0.0608050730035846,4.62380345033484,0.000823517110460234,7436.90901534185
0.0614324453789659,4.31485736637376,0.00075709476696956,7507.52577860791
0.0575156664691429,4.53878500750292,0.000863264298037975,7361.4884618042
0.0600537381115206,4.38354721472137,0.000726853165449302,7509.94097597974
0.0588892886972915,4.37170414941461,0.000741412109176487,7536.49093813848
0.0592581719502765,4.41680985650862,0.000795136667936182,7489.24584731348
0.0581691477945037,4.43475572039269,0.000777322503078995,7488.91970664782
0.060247519539832,4.1742606314417,0.000788220563626238,7447.81386590034
0.0588124506359867,4.36303740918233,0.000801878192691133,7477.9871926253
0.0591600445973442,4.81948347312084,0.00078835902818924,7467.48951985145
0.0606049686887257,4.48596707007207,0.000818590161749536,7424.18644062568
0.0602726120371279,4.55696175465359,0.000785686551588779,7456.36887359501
0.0614984445035164,4.06044852329034,0.000781313231314424,7473.8664963625
0.0614551074845938,4.72344699726998,0.000807115452105814,7473.32507307231
0.0623492123359736,4.42412290533695,0.000811019617818682,7504.6797629066
0.058760606980042,4.72102698401568,0.000827799476379451,7435.94126614724
0.0595414152688964,4.44469022044553,0.000789919229969066,7436.86752383111
0.060418825935868,4.40331802175284,0.000816467049948309,7446.16289125231
0.059980404284138,4.15684542160883,0.000835230638682778,7430.36778194267
0.0593910142693775,4.84198967062391,0.000765272154172689,7488.31699792252
0.0614816220391889,4.5042158966956,0.000754917690755391,7482.80600573838
0.0590914974142362,4.61744254187611,0.000821350838379675,7412.43679552367
0.0608937359675378,4.30798990123668,0.00070965857804123,7560.3376357131
0.0582354640999015,4.44672113612536,0.000787233433526189,7412.56710067355
0.061803212392717,4.47719886287836,0.000816492985569258,7439.42540638416
0.0586725402156459,4.96269068123513,0.000813353932756121,7430.4747936012
0.0595059825523547,4.68222234217053,0.000843383407438346,7416.70449531741
0.06130184749012,4.74372352503823,0.000818583008878272,7414.15770659416
0.0603515471817605,4.4666981046257,0.000791135952530251,7460.7539671161
0.060511150905213,4.44946172931615,0.000819625423520539,7440.47946098463
0.0585995965926738,4.72572819078425,0.000708684811051836,7535.47052976007
0.0569656188960356,4.59834422843809,0.000787826300418772,7432.97452374703
0.0588723628469413,4.45219746493638,0.000792235448942374,7489.02946014775
0.061347242876207,4.24744297301962,0.000774204871459644,7467.36982275402
0.0610261462125459,4.58984276621567,0.000844707735358055,7440.43659502658
0.0599086439284833,4.36034943412638,0.000807582204316316,7478.89375474978
